soldierId,bestSoldierPerc
47734,0.471571800925926
47735,0.568865555555556
47736,0.296487666666666
47737,0.361886435714285
47738,0.136767333333333
47739,0.038917666666667
47740,0.211989666666667
47741,0.309646666666667
47742,0.853198666666666
47743,0.503987971428571
47744,0.769772666666667
47745,0.042696666666667
47746,0.204673333333333
47747,0.462906666666666
47748,0.225744666666667
47749,0.800174018518519
47750,0.792267952380952
47751,0.840445
47752,0.129266555555556
47753,0.871266666666667
47754,0.163770333333334
47755,0.214637333333333
47756,0.098145333333334
47757,0.915592111111112
47758,0.214042688888889
47759,0.431387666666667
47760,0.609481333333333
47761,0.626925999999999
47762,0.831777333333335
47763,0.167341
47764,0.878800322751324
47765,0.893321444444445
47766,0.508349333333334
47767,0.158044333333334
47768,0.640646666666666
47769,0.228276
47770,0.775473666666667
47771,0.49182
47772,0.851513388888889
47773,0.681230666666667
47774,0.007483666666667
47775,0.409652333333333
47776,0.924835952380954
47777,0.530336000000001
47778,0.162092666666666
47779,0.851994133333334
47780,0.584364333333333
47781,0.553893233333333
47782,0.207902333333333
47783,0.790905
47784,0.889555966666667
47785,0.531528638888889
47786,0.060517
47787,0.514042972222222
47788,0.315614333333333
47789,0.185404
47790,0.878306666666667
47791,0.234282333333333
47792,0.739090666666666
47793,0.206667666666667
47794,0.214270666666667
47795,0.894095305555556
47796,0.874928583333334
47797,0.955772666666667
47798,0.062127333333333
47799,0.342971
47800,0.681465333333333
47801,0.647536333333334
47802,0.586001333333333
47803,0.110293904761905
47804,0.602676666666667
47805,0.170774666666667
47806,0.592682666666667
47807,0.276522277777778
47808,0.901327666666667
47809,0.795160555555556
47810,0.082531333333333
47811,0.833671555555555
47812,0.200325
47813,0.066876666666667
47814,0.097421666666667
47815,0.740430999999999
47816,0.060554391118141
47817,0.632559444444445
47818,0.719315333333334
47819,0.222904333333333
47820,0.781625333333333
47821,0.855047416666668
47822,0.077056666666667
47823,0.047139333333333
47824,0.279943333333333
47825,0.908881623015875
47826,0.413972
47827,0.208266
47828,0.813888
47829,0.456994666666666
47830,0.847106666666667
47831,0.796171333333334
47832,0.835063833333333
47833,0.852271261111111
47834,0.712254
47835,0.707599666666667
47836,0.531821222222222
47837,0.712706999999998
47838,0.842490944444445
47839,0.563458666666667
47840,0.103036
47841,0.290594
47842,0.786217666666667
47843,0.7303718
47844,0.057315115020165
47845,0.760937333333333
47846,0.394783
47847,0.137492666666667
47848,0.014236
47849,0.907747444444445
47850,0.717981694444445
47851,0.915995865079366
47852,0.848090422222223
47853,0.082495
47854,0.381187333333333
47855,0.809192999999999
47856,0.453566625925927
47857,0.893407666666666
47858,0.050007666666667
47859,0.716868666666666
47860,0.143678333333333
47861,0.827866666666666
47862,0.932202666666668
47863,0.312006
47864,0.036616544541678
47865,0.93731205410053
47866,0.463986666666667
47867,0.529374222222222
47868,0.105138666666667
47869,0.792163
47870,0.214499344444444
47871,0.439286
47872,0.368092
47873,0.917590555555556
47874,0.880459588095238
47875,0.789460666666667
47876,0.274106
47877,0.149386666666667
47878,0.244716666666667
47879,0.169953
47880,0.186806333333333
47881,0.4436098
47882,0.334603
47883,0.392629666666667
115925,0.411560638888889
115926,0.567595761904762
115927,0.248945
115928,0.022696077192252
115929,0.057960666666667
115930,0.100870333333333
115931,0.331127333333333
115932,0.279691666666667
115933,0.515287
115934,0.024945999653723
115935,0.170547
115936,0.203141333333334
115937,0.238002
115938,0.408336333333333
115939,0.314698666666666
115940,0.676238888888889
115941,0.826318416666667
115942,0.246191666666666
115943,0.140540666666667
115944,0.911788166666668
115945,0.114326666666667
115946,0.276259
115947,0.407497333333333
115948,0.924510777777779
115949,0.385147777777778
115950,0.386889666666667
115951,0.598034311111111
115952,0.71259288888889
115953,0.794116000000001
115954,0.703154333333333
115955,0.863436703703704
115956,0.875587666666667
115957,0.716584
115958,0.146653666666667
115959,0.680410499999999
115960,0.947355228174603
115961,0.841642333333335
115962,0.558721333333334
115963,0.870626555555556
115964,0.713596
115965,0.434412888888889
115966,0.366951333333333
115967,0.902785644444445
115968,0.518800666666667
115969,0.388937599206349
115970,0.905122422222223
115971,0.68163
115972,0.871636114285715
115973,0.216095666666667
115974,0.611448666666667
115975,0.856980333333334
115976,0.531573777777778
115977,0.067594333333333
115978,0.520227033333333
115979,0.233347
115980,0.1895
115981,0.919902055555556
115982,0.296242
115983,0.403340666666667
115984,0.137949666666667
115985,0.570948
115986,0.892577111111112
115987,0.703825777777778
115988,0.918798666666666
115989,0.120333666666667
115990,0.296973333333333
115991,0.762958333333333
115992,0.694873
115993,0.703086166666667
115994,0.544540944444445
115995,0.623388222222222
115996,0.124820666666667
115997,0.617171666666667
115998,0.39977
115999,0.808804333333334
116000,0.797609000000001
116001,0.186940333333333
116002,0.858316611111111
116003,0.661784666666667
116004,0.128487
116005,0.014875083333333
116006,0.832862666666668
116007,0.041867660925785
116008,0.942563635714286
116009,0.685572333333332
116010,0.238294666666667
116011,0.855502666666667
116012,0.818914666666667
116013,0.299990333333333
116014,0.03355
116015,0.059914066666667
116016,0.848990000000001
116017,0.430394999999999
116018,0.056317273809524
116019,0.840548
116020,0.457861666666666
116021,0.347485333333333
116022,0.750582333333334
116023,0.865021666666668
116024,0.801829666666667
116025,0.8335
116026,0.597869749999999
116027,0.906879666666667
116028,0.870461666666667
116029,0.748647833333333
116030,0.576964333333334
116031,0.101794666666667
116032,0.302449333333334
116033,0.264146333333333
116034,0.736197855555555
116035,0.102618333333333
116036,0.410712333333333
116037,0.048576666666667
116038,0.083164
116039,0.024842333333333
116040,0.881347766666668
116041,0.772018266666666
116042,0.785054777777777
116043,0.720034833333334
116044,0.110075
116045,0.102415666666667
116046,0.506335
116047,0.169831666666667
116048,0.849729333333334
116049,0.207486333333334
116050,0.791158666666667
116051,0.143028
116052,0.765355444444444
116053,0.734835666666667
116054,0.241161333333333
116055,0.029620794312169
116056,0.903686166666667
116057,0.833760000000001
116058,0.495319805555555
116059,0.748099333333335
116060,0.860973161111111
116061,0.188707138888889
116062,0.324973333333333
116063,0.379885444444444
116064,0.184018666666667
116065,0.889897555555555
116066,0.750582222222223
116067,0.315469333333333
116068,0.114031666666667
116069,0.199065666666667
116070,0.894072829365079
116071,0.579564
116072,0.5692039
116073,0.582012666666667
116074,0.225345333333334
184115,0.258877
184116,0.585969388888889
184117,0.293920666666667
184118,0.890419666666667
184119,0.047436666666667
184120,0.040292
184121,0.156115333333333
184122,0.866663063492064
184123,0.519227333333333
184124,0.828425244444444
184125,0.037030666666667
184126,0.033182
184127,0.060646
184128,0.342845666666667
184129,0.084163333333333
184130,0.041605018626323
184131,0.221287583333333
184132,0.702784333333334
184133,0.741129666666666
184134,0.932177666666667
184135,0.160212
184136,0.161863833333333
184137,0.536424333333333
184138,0.950343
184139,0.3854795
184140,0.251167
184141,0.250611333333334
184142,0.942212706349207
184143,0.847295666666667
184144,0.888338333333334
184145,0.932101000000001
184146,0.848923333333333
184147,0.723617
184148,0.332420888888889
184149,0.646345249999999
184150,0.824990188888889
184151,0.745124833333334
184152,0.534627333333334
184153,0.760515833333334
184154,0.597425666666667
184155,0.908844538492064
184156,0.362311
184157,0.8588468
184158,0.554918
184159,0.444440505555556
184160,0.917657305555557
184161,0.448819333333334
184162,0.834923333333333
184163,0.911523190476191
184164,0.830948666666666
184165,0.905297977777778
184166,0.621027166666667
184167,0.626113
184168,0.300712666666667
184169,0.617750688888889
184170,0.538302755555556
184171,0.799524333333334
184172,0.13275926984127
184173,0.403167333333334
184174,0.165593333333333
184175,0.264397
184176,0.003496666666667
184177,0.763119
184178,0.980077
184179,0.304555333333333
184180,0.281114666666667
184181,0.886749333333334
184182,0.706801666666665
184183,0.847452722222223
184184,0.001846166666667
184185,0.760883333333333
184186,0.080957757034632
184187,0.696856666666667
184188,0.084918666666667
184189,0.889208666666667
184190,0.834834283333334
184191,0.043398333333333
184192,0.205467333333333
184193,0.348321666666667
184194,0.135129666666667
184195,0.167116
184196,0.751572000000001
184197,0.486748444444445
184198,0.568900061111111
184199,0.678000333333334
184200,0.365745666666667
184201,0.668401666666667
184202,0.189317666666667
184203,0.240223333333333
184204,0.002089666666667
184205,0.048669666666667
184206,0.800732611111111
184207,0.52948975
184208,0.545436555555555
184209,0.519341818181818
184210,0.445278
184211,0.889400555555555
184212,0.818487333333334
184213,0.862573666666667
184214,0.364890555555556
184215,0.686583666666667
184216,0.574183333333334
184217,0.840133333333334
184218,0.737106666666666
184219,0.066194752910053
184220,0.739490666666667
184221,0.062529666666667
184222,0.267231666666667
184223,0.203257333333334
184224,0.174757666666666
184225,0.948252977777778
184226,0.762205000000001
184227,0.407925333333334
184228,0.094452666666667
184229,0.865122
184230,0.884637555555556
184231,0.036172148015873
184232,0.683311361111111
184233,0.539739833333334
184234,0.145543
184235,0.431869666666667
184236,0.812213
184237,0.755063333333333
184238,0.867573555555556
184239,0.222839
184240,0.549520722222222
184241,0.780225
184242,0.856597
184243,0.531640666666667
184244,0.032874328313952
184245,0.824254200000001
184246,0.342893666666666
184247,0.69313
184248,0.483734333333334
184249,0.484401666666667
184250,0.07565360925926
184251,0.408480416666667
184252,0.608680833333334
184253,0.674647733333333
184254,0.033553729166667
184255,0.611546666666666
184256,0.879264833333335
184257,0.590612777777778
184258,0.134535333333333
184259,0.75891
184260,0.567932477777778
184261,0.191067666666667
184262,0.114481267592593
184263,0.535231666666667
184264,0.37871
252305,0.374900666666667
252306,0.575528500000001
252307,0.881005666666666
252308,0.743287933333332
252309,0.044861666666667
252310,0.125581
252311,0.221520333333334
252312,0.908731722222223
252313,0.404824000000001
252314,0.816331190476191
252315,0.645989666666667
252316,0.070747666666667
252317,0.318240333333334
252318,0.463873
252319,0.319286
252320,0.18750387962963
252321,0.336439666666667
252322,0.677584666666666
252323,0.705301666666666
252324,0.158903333333333
252325,0.162303666666667
252326,0.168856666666667
252327,0.220902
252328,0.965016333333333
252329,0.595951888888889
252330,0.459240833333334
252331,0.194015
252332,0.881192888888889
252333,0.281316666666666
252334,0.726121
252335,0.803286333333334
252336,0.755729
252337,0.742860000000001
252338,0.326937
252339,0.673200333333332
252340,0.913111521164022
252341,0.799968333333333
252342,0.678282
252343,0.860232333333334
252344,0.683382
252345,0.869868722222222
252346,0.304333
252347,0.849543666666666
252348,0.389232
252349,0.536997753968254
252350,0.916768277777778
252351,0.473885366666667
252352,0.785506055555556
252353,0.878023186507937
252354,0.327820666666667
252355,0.354046333333333
252356,0.722176
252357,0.518429333333334
252358,0.230363
252359,0.614432333333332
252360,0.515731438095238
252361,0.847683833333334
252362,0.027083346513628
252363,0.709286
252364,0.175239333333333
252365,0.280219666666666
252366,0.875262259259261
252367,0.724454333333333
252368,0.968039666666667
252369,0.512812666666666
252370,0.388775
252371,0.708268333333333
252372,0.704021
252373,0.097823666666667
252374,0.8231913
252375,0.762303177777778
252376,0.409028555555556
252377,0.570166666666667
252378,0.496603733333334
252379,0.79966488888889
252380,0.909371814529915
252381,0.258932666666667
252382,0.02042831005291
252383,0.066432333333333
252384,0.79698275
252385,0.079961
252386,0.688547666666666
252387,0.473187644444444
252388,0.135851628571429
252389,0.681018
252390,0.689442666666667
252391,0.633919666666667
252392,0.243528944444444
252393,0.138056666666667
252394,0.053249333333333
252395,0.184001666666667
252396,0.140343
252397,0.544597005555555
252398,0.678965
252399,0.562113333333333
252400,0.336882666666666
252401,0.854597250000001
252402,0.771085666666667
252403,0.874267111111112
252404,0.366866333333333
252405,0.550894666666666
252406,0.865176333333334
252407,0.835584333333333
252408,0.713164666666666
252409,0.282437333333334
252410,0.705682666666667
252411,0.073264333333333
252412,0.275940333333333
252413,0.148733
252414,0.165067333333333
252415,0.795771
252416,0.726234333333333
252417,0.32673
252418,0.107334333333333
252419,0.311315666666667
252420,0.85876353968254
252421,0.783451955555556
252422,0.723840583333333
252423,0.538728925925926
252424,0.372525
252425,0.062911
252426,0.270998333333334
252427,0.556336402777778
252428,0.631867
252429,0.297358666666667
252430,0.465498799999999
252431,0.850471333333333
252432,0.505013333333333
252433,0.881356333333334
252434,0.054439408597884
252435,0.820508799999999
252436,0.200557333333334
252437,0.796251666666667
252438,0.400065388888889
252439,0.672890999999999
252440,0.881459375000002
252441,0.906263252910054
252442,0.598961666666667
252443,0.567709
252444,0.863777666666667
252445,0.646499666666667
252446,0.924177369444445
252447,0.554890452380953
252448,0.403607666666667
252449,0.855022000000002
252450,0.124286333333334
252451,0.203374
252452,0.041924780510133
252453,0.624661
252454,0.298593333333333
320494,0.350296000000001
320495,0.115941333333333
320496,0.918192333333334
320497,0.309259222222222
320498,0.773440666666667
320499,0.903254666666667
320500,0.918128777777778
320501,0.642002000000001
320502,0.893878916666667
320503,0.2791942
320504,0.690237666666667
320505,0.701038333333333
320506,0.254973333333333
320507,0.784477
320508,0.848962333333333
320509,0.758076
320510,0.105845333333334
320511,0.186277666666667
320512,0.3512206
320513,0.166149666666667
320514,0.120205333333333
320515,0.407784666666666
320516,0.544657
320517,0.452775
320518,0.429796
320519,0.483409666666667
320520,0.267324666666667
320521,0.225019666666667
320522,0.863925333333335
320523,0.544459666666666
320524,0.400313666666667
320525,0.013614
320526,0.232024
320527,0.728522
320528,0.233060333333333
320529,0.094718761904762
320530,0.799900333333334
320531,0.268836
320532,0.188672666666667
320533,0.470283333333333
320534,0.739725666666666
320535,0.134278
320536,0.743615444444445
320537,0.513165333333333
320538,0.695613561111111
320539,0.098936333333334
320540,0.890091855555556
320541,0.288322611111111
320542,0.072230086580087
320543,0.540813
320544,0.549855166666667
320545,0.499824666666667
320546,0.866784666666666
320547,0.869745212962964
320548,0.080286822222222
320549,0.226874
320550,0.454793333333333
320551,0.574429650793651
320552,0.134802666666667
320553,0.622947666666667
320554,0.860498333333333
320555,0.528732
320556,0.022988333333333
320557,0.20337
320558,0.778238666666666
320559,0.203890333333333
320560,0.535470666666667
320561,0.673887
320562,0.449362422222222
320563,0.852103333333334
320564,0.946774826767677
320565,0.291254555555556
320566,0.014847
320567,0.693101555555555
320568,0.845294666666666
320569,0.118388333333333
320570,0.292513333333333
320571,0.918272556084656
320572,0.791625999999999
320573,0.722399333333332
320574,0.679119333333333
320575,0.872770366666667
320576,0.812896833333334
320577,0.893813372222223
320578,0.733575
320579,0.633520333333333
320580,0.687869333333333
320581,0.829577611111111
320582,0.078591
320583,0.805825333333334
320584,0.077219666666667
320585,0.786146388888889
320586,0.653616666666667
320587,0.391297333333333
320588,0.906122250607726
320589,0.250381333333333
320590,0.334224333333333
320591,0.384292
320592,0.847271
320593,0.934295309523809
320594,0.129879333333333
320595,0.762959
320596,0.479084
320597,0.659491333333332
320598,0.88153358888889
320599,0.052718333333334
320600,0.567329
320601,0.692363
320602,0.163414
320603,0.696276333333333
320604,0.666293277777778
320605,0.304447666666666
